REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE ,CHANNEL,COST,FREE TRIALS
2/24/2023,ATL - Above The Line,Title,online display,801.55,12205.3
5/31/2023,ATL - Above The Line,Title,paid social,792.32,71427.91
12/13/2022,DR - Direct Response,Title,youtube,582.16,8176.7
6/5/2023,DR - Direct Response,Title,paid social,14193.02,54355.48
2/22/2024,DR - Direct Response,Title,display,2238.19,9321.64
12/11/2023,DR - Direct Response,Title,app,1970.08,62972.17
8/25/2022,DR - Direct Response,Title,paid social,85.31,28049.02
12/1/2023,ATL - Above The Line,Title,display,9998.89,105036.89
12/26/2023,DR - Direct Response,Title,youtube,339.13,86621.89
3/5/2024,DR - Direct Response,Title,app,3538.52,116284.75
1/9/2023,ATL - Above The Line,Title,paid social,5239.37,119327.56
3/20/2023,DR - Direct Response,Brand,paid social,37023.37,31840.63
4/29/2024,DR - Direct Response,Title,display,299.12,8622.91
2/6/2024,DR - Direct Response,Title,ott,13.64,9592.78
4/5/2023,DR - Direct Response,Brand,app,4425.5,3399.37
2/26/2024,DR - Direct Response,Title,ott,81899.52,9297.77
9/6/2023,DR - Direct Response,Brand,display,29721.06,29539.02
2/1/2023,DR - Direct Response,Brand,app,4636.55,15726.61
6/19/2023,DR - Direct Response,Title,paid social,1307.5,23011.82
7/3/2022,DR - Direct Response,Brand,ott,13631.79,45189.84
10/15/2023,DR - Direct Response,Brand,app,547.86,20322.07
8/4/2023,DR - Direct Response,Brand,paid social,7503.48,8948.6
4/20/2023,DR - Direct Response,Brand,ott,7908.32,26135.37
6/16/2023,DR - Direct Response,Brand,ott,21525.38,11195.41
11/25/2023,ATL - Above The Line,Title,paid social,462561,21011.84
5/8/2023,DR - Direct Response,Title,app,6448.51,106004.06
9/19/2023,DR - Direct Response,Title,app,1267.24,21017.76
10/21/2022,DR - Direct Response,Brand,paid social,3032.44,162867.85
12/24/2023,ATL - Above The Line,Brand,display,130.33,115885.46
5/29/2023,DR - Direct Response,Brand,paid social,906.25,15419.67
6/22/2023,DR - Direct Response,Title,youtube,1517.05,9045.2
4/17/2024,ATL - Above The Line,Title,paid social,1233.11,26153.19
8/29/2022,DR - Direct Response,Brand,ott,4180.93,87659.62
4/11/2023,DR - Direct Response,Brand,app,719.67,16861.37
5/22/2023,DR - Direct Response,Title,paid social,24023.09,68544.97
9/12/2023,ATL - Above The Line,Brand,display,3176.89,92641.61
4/5/2024,DR - Direct Response,Brand,youtube,3122.84,12684
10/26/2022,DR - Direct Response,Brand,youtube,1757.11,13993.72
8/10/2023,DR - Direct Response,Brand,display,4202.39,56344.07
2/18/2024,DR - Direct Response,Brand,youtube,14081.34,32104.13
3/10/2023,DR - Direct Response,Title,youtube,663.88,13853.92
10/24/2022,DR - Direct Response,Title,app,968.13,19364.63
2/29/2024,DR - Direct Response,Title,display,1835.46,25686.15
5/28/2023,ATL - Above The Line,Title,youtube,279.77,5738.2
3/4/2024,DR - Direct Response,Title,display,723.79,59419.16
10/12/2022,DR - Direct Response,Brand,app,1344.39,17056.96
6/12/2022,DR - Direct Response,Brand,paid social,15391.6,1689.85
1/20/2023,ATL - Above The Line,Title,paid social,5101.11,26916.52
11/7/2022,DR - Direct Response,Title,app,4503.99,13103.67
9/22/2023,ATL - Above The Line,Title,youtube,14752.61,149988.41
8/27/2022,DR - Direct Response,Title,youtube,2478.29,15325.01
10/16/2023,DR - Direct Response,Brand,ott,6425.84,9168.33
5/2/2023,ATL - Above The Line,Brand,paid social,2635.87,45884.86
4/29/2023,DR - Direct Response,Brand,app,5126.97,14214.45
9/6/2022,ATL - Above The Line,Brand,youtube,1109.2,12615.1
2/3/2024,DR - Direct Response,Brand,ott,38.91,45957.11
3/4/2024,DR - Direct Response,Brand,paid social,2492.17,9709.47
3/5/2024,DR - Direct Response,Brand,ott,41414.14,6392.01
12/29/2023,ATL - Above The Line,Brand,cinema,16900.94,155686.6
12/30/2023,ATL - Above The Line,Brand,bvod,18139.54,49299.57
8/1/2022,ATL - Above The Line,Launch,online display,29570.39,21150.91
8/6/2022,ATL - Above The Line,Launch,online display,3726.83,27472.76
8/6/2022,ATL - Above The Line,Launch,paid social,4534.38,45789.77
4/23/2023,ATL - Above The Line,Brand,partnership,1041.49,73180.75
8/11/2022,ATL - Above The Line,Launch,bvod,1795.01,12915.72
8/26/2022,ATL - Above The Line,Launch,digital audio,9650.51,39802.3
5/11/2023,ATL - Above The Line,Brand,digital audio,27898.37,16584.4
5/21/2023,ATL - Above The Line,Title,bvod,2469.03,22808.56
1/29/2024,ATL - Above The Line,Title,online display,1409.07,32390.21
2/4/2024,ATL - Above The Line,Title,bvod,3178.73,27384.69
5/17/2023,ATL - Above The Line,Title,partnership,9400.11,57653.47
5/23/2023,ATL - Above The Line,Title,cinema,234.42,44935.43
5/25/2023,ATL - Above The Line,Brand,partnership,50.33,6073.9
5/26/2023,ATL - Above The Line,Title,ooh,1175.62,7062.48
9/21/2022,ATL - Above The Line,Brand,print,350.68,19027.01
2/27/2024,ATL - Above The Line,Title,bvod,1269.12,172565.93
4/14/2024,ATL - Above The Line,Title,online display,2432.17,11734.61
7/19/2023,ATL - Above The Line,Brand,partnership,1401.31,22372.6
11/17/2022,ATL - Above The Line,Title,online display,43696.43,16098.59
11/14/2022,ATL - Above The Line,Title,print,5727.69,15815.34
8/6/2023,ATL - Above The Line,Title,ooh,5462.43,32965.31
8/4/2023,ATL - Above The Line,Title,bvod,9763.27,112353.62
11/21/2022,ATL - Above The Line,Title,radio,406.53,43554.6
8/8/2023,ATL - Above The Line,Brand,radio,20721.05,12314.13
12/4/2022,ATL - Above The Line,Brand,print,2769.8,436221.5
8/15/2023,ATL - Above The Line,Title,ooh,10652.16,29829.3
12/17/2022,ATL - Above The Line,Brand,tv,458.77,15451.94
12/23/2022,ATL - Above The Line,Brand,online display,192.23,113636.43
9/5/2023,ATL - Above The Line,Brand,partnership,13899.31,17222.36
1/8/2023,ATL - Above The Line,Title,cinema,6264.87,146141
9/25/2023,ATL - Above The Line,Title,olv,623.32,11512.52
10/6/2023,ATL - Above The Line,Brand,online display,660.85,115698.98
1/25/2023,ATL - Above The Line,Brand,digital audio,24214.82,33728.12
10/18/2023,ATL - Above The Line,Brand,ooh,371.06,100644.84
10/20/2023,ATL - Above The Line,Brand,ctv,61595.67,185701.15
11/4/2023,ATL - Above The Line,Title,digital audio,624.93,8852.38
11/7/2023,ATL - Above The Line,Title,cinema,10052.7,99114.1
11/11/2023,ATL - Above The Line,Title,online display,1754.82,6709.76
6/24/2022,ATL - Above The Line,Launch,paid social,9433.78,9644.28
6/21/2022,ATL - Above The Line,Launch,print,1189.33,12315.63
11/22/2023,ATL - Above The Line,Brand,ctv,2367.15,45687.57
12/2/2023,ATL - Above The Line,Title,digital audio,3419.14,28496.96
7/9/2022,ATL - Above The Line,Launch,cinema,520.25,23313.82
12/7/2023,ATL - Above The Line,Brand,digital audio,12094.3,31923.92
7/17/2022,ATL - Above The Line,Launch,cinema,1257.55,49886.05
3/30/2023,ATL - Above The Line,Brand,partnership,2102.03,53889.21
12/12/2023,ATL - Above The Line,Brand,online display,527.67,82609.39
12/11/2023,ATL - Above The Line,Brand,bvod,31.13,171085.46
4/3/2023,ATL - Above The Line,Brand,partnership,2249.53,26984.33
7/29/2022,ATL - Above The Line,Launch,olv,247238.9,16346.84
8/19/2022,ATL - Above The Line,Launch,radio,13088.82,51011.68
9/4/2022,ATL - Above The Line,Launch,online display,3067.2,8749.57
2/11/2024,ATL - Above The Line,Title,ctv,1975.86,13956.53
3/4/2024,ATL - Above The Line,Title,cinema,3307.13,75117.52
3/25/2024,ATL - Above The Line,Title,ctv,8525.76,24341.5
4/8/2024,ATL - Above The Line,Title,ctv,376.87,8206.08
9/9/2023,ATL - Above The Line,Brand,radio,23733.93,6186.82
10/15/2023,ATL - Above The Line,Title,ctv,11551.43,28949.27
6/29/2022,ATL - Above The Line,Title,bvod,11610.05,86660.3
12/2/2023,ATL - Above The Line,Brand,print,7007.55,85507.59
2/27/2023,DR - Direct Response,Brand,youtube,3290.17,30811.71
10/19/2022,DR - Direct Response,Brand,app,10698.03,206769.15
11/15/2023,DR - Direct Response,Brand,pmax,9242.09,24817.49
8/4/2022,DR - Direct Response,Title,youtube,1676.11,23991.52
10/23/2023,ATL - Above The Line,Title,youtube,1127.68,2099.22
1/24/2023,DR - Direct Response,Brand,youtube,3816.69,17601.45
1/29/2023,DR - Direct Response,Title,youtube,52015.73,64796.2
12/27/2023,DR - Direct Response,Title,youtube,339.23,132333.27
3/30/2023,ATL - Above The Line,Title,paid social,224.61,11988.69
1/26/2024,ATL - Above The Line,Title,paid social,4275.61,43829.98
8/8/2023,DR - Direct Response,Title,ott,3481.22,78782.75
8/25/2023,DR - Direct Response,Title,ott,4342.35,27880.41
10/24/2023,ATL - Above The Line,Title,paid social,4932.62,2791.48
10/23/2023,DR - Direct Response,Brand,ott,2122.61,35329.3
7/17/2022,DR - Direct Response,Brand,display,46747.79,59168.63
3/3/2024,DR - Direct Response,Title,ott,176.55,10659.22
1/19/2024,DR - Direct Response,Title,app,711.82,21365.29
1/8/2024,DR - Direct Response,Title,ott,2635.71,8651.47
1/13/2024,DR - Direct Response,Title,ott,163.58,2093.52
9/16/2023,DR - Direct Response,Brand,app,2311.99,77227.84
4/21/2023,DR - Direct Response,Brand,display,63721.43,27465.29
12/22/2023,DR - Direct Response,Title,paid social,3297.72,136884.58
6/22/2022,ATL - Above The Line,Title,paid social,4816.03,65142.04
12/2/2023,ATL - Above The Line,Title,paid social,326.57,19325.26
10/4/2023,DR - Direct Response,Title,app,1043.92,25362.03
8/2/2023,DR - Direct Response,Brand,paid social,1613.32,48645.25
8/20/2023,ATL - Above The Line,Title,paid social,1789.7,72708.56
2/6/2024,DR - Direct Response,Title,youtube,32102.24,38103.98
9/10/2022,DR - Direct Response,Title,app,8690.02,83561.58
10/14/2022,DR - Direct Response,Brand,ott,427.13,20473.4
4/23/2023,DR - Direct Response,Brand,paid social,4955.39,10140.68
12/29/2023,DR - Direct Response,Title,paid social,7805.52,25833.69
7/1/2022,ATL - Above The Line,Title,paid social,24866.58,33868.37
6/29/2022,DR - Direct Response,Title,youtube,55060.99,8261.05
12/19/2022,ATL - Above The Line,Title,paid social,508.27,7213.55
8/23/2022,DR - Direct Response,Brand,ott,734.85,43181.3
12/2/2023,DR - Direct Response,Brand,display,328.1,18340.47
8/6/2023,DR - Direct Response,Title,youtube,2081.56,23344.13
11/20/2022,ATL - Above The Line,Title,youtube,7369.26,19219.28
9/3/2022,DR - Direct Response,Brand,ott,18872.22,126701.43
10/26/2023,DR - Direct Response,Brand,app,2768.86,97731.03
11/16/2023,DR - Direct Response,Brand,ott,1782.82,7969.54
10/23/2023,DR - Direct Response,Title,ott,4176.43,16156.06
8/20/2023,ATL - Above The Line,Brand,display,703.34,64665.66
3/24/2023,DR - Direct Response,Brand,ott,137991.81,50421.62
12/17/2022,ATL - Above The Line,Title,paid social,174.41,26445.89
3/9/2023,DR - Direct Response,Title,app,4432.62,8808.16
2/18/2023,DR - Direct Response,Brand,app,122509.02,13902.94
6/1/2023,DR - Direct Response,Brand,display,3214.92,16417.85
7/4/2022,ATL - Above The Line,Brand,display,2253.55,36397.71
9/10/2022,ATL - Above The Line,Brand,display,1665.85,152247.51
7/21/2023,DR - Direct Response,Brand,paid social,2293.13,13842.55
5/4/2023,DR - Direct Response,Brand,app,37847.02,9851.04
2/25/2024,DR - Direct Response,Brand,youtube,58.61,24723.92
12/17/2023,DR - Direct Response,Brand,pmax,50572.72,77595.44
12/21/2023,ATL - Above The Line,Title,paid social,242.99,6458.97
10/2/2023,ATL - Above The Line,Title,youtube,1962.49,118470.77
1/2/2023,DR - Direct Response,Brand,paid social,1463.36,23199.64
12/10/2023,DR - Direct Response,Title,youtube,9187.85,13199.32
9/8/2023,DR - Direct Response,Brand,display,177.44,5538.4
4/18/2024,DR - Direct Response,Title,paid social,7313.79,55998.08
8/27/2022,DR - Direct Response,Brand,paid social,122664.67,23219.66
12/21/2023,DR - Direct Response,Title,display,271.16,32717.13
2/18/2023,ATL - Above The Line,Brand,youtube,4472.53,11169.37
7/26/2022,ATL - Above The Line,Brand,display,961.4,20018
3/1/2023,ATL - Above The Line,Brand,paid social,6850.12,16922.52
10/18/2022,ATL - Above The Line,Title,youtube,3287.38,24922.94
8/24/2022,ATL - Above The Line,Title,youtube,997.63,14085.23
7/22/2022,ATL - Above The Line,Title,youtube,7661.06,5917.48
11/2/2023,ATL - Above The Line,Brand,paid social,82468.7,425534.65
1/17/2024,DR - Direct Response,Title,paid social,2250.03,7023.06
7/1/2022,DR - Direct Response,Title,app,11643.05,33071.92
7/7/2023,ATL - Above The Line,Brand,paid social,307.63,4661.57
2/8/2023,ATL - Above The Line,Brand,paid social,565.04,3719.76
3/6/2024,ATL - Above The Line,Brand,paid social,7450.15,30410.92
10/15/2023,ATL - Above The Line,Brand,paid social,46265.32,32837.53
7/31/2023,DR - Direct Response,Brand,display,6034.06,97705.34
1/5/2024,DR - Direct Response,Brand,ott,1804.81,41158.27
5/13/2023,ATL - Above The Line,Title,cinema,3171.65,23722.49
1/27/2024,ATL - Above The Line,Title,digital audio,332.38,10635.96
5/17/2023,ATL - Above The Line,Title,bvod,9456.42,123987.4
2/8/2024,ATL - Above The Line,Title,olv,15613.89,69987.25
9/18/2022,ATL - Above The Line,Launch,cinema,1404.24,7898.11
2/17/2024,ATL - Above The Line,Title,ooh,1359.47,28638.73
2/25/2024,ATL - Above The Line,Title,olv,5131.75,31854.09
6/15/2023,ATL - Above The Line,Title,cinema,1443.75,19491.82
10/5/2022,ATL - Above The Line,Title,print,2818.37,59790.25
6/22/2023,ATL - Above The Line,Title,online display,140551.65,63491.4
7/5/2023,ATL - Above The Line,Brand,partnership,2033.27,22774.17
10/24/2022,ATL - Above The Line,Brand,online display,1663.16,20800.42
10/28/2022,ATL - Above The Line,Title,digital audio,986.79,123980.73
3/26/2024,ATL - Above The Line,Title,olv,12168.04,70267.73
7/25/2023,ATL - Above The Line,Title,ctv,2289.69,29643.99
11/17/2022,ATL - Above The Line,Title,bvod,983.53,5379.52
8/12/2023,ATL - Above The Line,Title,ooh,34484.62,38927.93
11/29/2022,ATL - Above The Line,Brand,cinema,41179.69,55526.19
4/29/2024,ATL - Above The Line,Title,olv,1074.39,1740.06
12/14/2022,ATL - Above The Line,Brand,digital audio,109.3,35491.94
9/7/2023,ATL - Above The Line,Brand,radio,19572.29,18151.33
10/11/2023,ATL - Above The Line,Title,ooh,922.89,22090.94
10/18/2023,ATL - Above The Line,Title,olv,13231.85,11096.02
10/21/2023,ATL - Above The Line,Title,radio,90.67,23761.1
11/1/2023,ATL - Above The Line,Title,online display,15905.87,111367.91
11/6/2023,ATL - Above The Line,Title,ooh,356.77,17618.48
12/9/2023,ATL - Above The Line,Brand,ctv,11876.67,72613.1
12/9/2023,ATL - Above The Line,Brand,online display,3258.58,12279.59
12/13/2023,ATL - Above The Line,Brand,olv,567.59,59010.13
12/17/2023,ATL - Above The Line,Brand,cinema,1523.21,27614.57
5/27/2023,ATL - Above The Line,Title,bvod,10961.07,39242.52
9/19/2023,ATL - Above The Line,Title,youtube,3844.61,27767.25
11/4/2022,ATL - Above The Line,Brand,display,9119.44,52469.27
6/25/2023,DR - Direct Response,Title,app,112510.85,2098.9
7/5/2023,DR - Direct Response,Brand,display,188.63,6636.66
1/27/2023,ATL - Above The Line,Brand,paid social,58829,41888.49
12/29/2023,DR - Direct Response,Brand,paid social,3833.95,3550.29
8/13/2023,DR - Direct Response,Brand,ott,627.01,16191.96
4/12/2024,DR - Direct Response,Title,ott,287.73,26106.37
5/29/2023,ATL - Above The Line,Title,paid social,2257.29,12013.9
7/8/2022,DR - Direct Response,Title,paid social,16762.25,13777.71
8/3/2023,DR - Direct Response,Brand,ott,2522.63,36200.66
7/4/2023,ATL - Above The Line,Brand,display,48579.35,75868.19
3/21/2023,DR - Direct Response,Brand,paid social,231.34,10541.98
12/22/2023,DR - Direct Response,Title,youtube,3107.16,15485.5
3/4/2023,DR - Direct Response,Title,paid social,331.19,13239.88
12/31/2023,ATL - Above The Line,Title,paid social,6122.03,2430.4
8/11/2023,ATL - Above The Line,Brand,display,15742.78,31779.41
5/30/2023,DR - Direct Response,Brand,display,1485.94,70400.28
10/13/2023,ATL - Above The Line,Title,youtube,28.86,76429.43
4/1/2023,DR - Direct Response,Title,paid social,4547.76,11511.09
4/26/2023,DR - Direct Response,Brand,app,6985.61,7855.7
6/1/2023,DR - Direct Response,Title,app,6588.27,28172.68
8/22/2022,DR - Direct Response,Brand,paid social,29551.8,63334.97
12/18/2023,DR - Direct Response,Brand,pmax,459.44,32200.97
11/5/2023,ATL - Above The Line,Brand,display,10841,36849.9
4/7/2023,ATL - Above The Line,Brand,display,27331.31,86654.6
3/15/2024,DR - Direct Response,Title,display,128.11,13135.71
2/16/2024,DR - Direct Response,Title,app,5654.82,22110.54
12/3/2023,ATL - Above The Line,Brand,paid social,1278.23,142050
7/7/2022,DR - Direct Response,Brand,paid social,2741.16,22630.14
11/25/2022,DR - Direct Response,Title,youtube,5948.23,7733.44
2/20/2024,DR - Direct Response,Title,ott,1317.94,14088.01
1/11/2023,DR - Direct Response,Brand,app,937.88,10758.49
12/2/2022,DR - Direct Response,Title,paid social,3377.63,39445.26
5/15/2023,ATL - Above The Line,Title,youtube,446.21,11224.01
2/17/2023,DR - Direct Response,Brand,paid social,447.35,36180.77
9/9/2022,DR - Direct Response,Brand,display,10824.52,13176.24
9/3/2022,DR - Direct Response,Brand,paid social,399.29,3277.07
8/21/2023,ATL - Above The Line,Title,youtube,10572.32,37495.46
12/30/2022,DR - Direct Response,Brand,app,7319.32,31995.35
7/14/2023,DR - Direct Response,Title,paid social,140.92,46339.27
7/28/2022,DR - Direct Response,Brand,display,934.74,14036.79
4/7/2024,DR - Direct Response,Brand,paid social,27410.45,12613.98
12/10/2022,DR - Direct Response,Brand,paid social,540.37,41237.61
3/9/2023,ATL - Above The Line,Brand,paid social,1373.37,126500.63
11/5/2022,DR - Direct Response,Brand,display,7312.32,27879.29
1/9/2023,DR - Direct Response,Title,app,13060.17,42204.98
8/12/2023,ATL - Above The Line,Brand,display,2016.77,19968.04
9/7/2022,DR - Direct Response,Title,app,1080.05,5861.66
5/20/2023,DR - Direct Response,Title,app,41385.87,72748.39
6/23/2023,ATL - Above The Line,Brand,paid social,73279.65,68567.25
12/11/2023,ATL - Above The Line,Title,youtube,18585.67,56237.48
9/26/2023,DR - Direct Response,Brand,pmax,3704.44,22970.09
2/16/2024,DR - Direct Response,Brand,paid social,738.3,50175.42
10/24/2022,ATL - Above The Line,Brand,display,709.33,67566.93
7/22/2022,DR - Direct Response,Brand,display,8155.39,140006.53
8/12/2022,DR - Direct Response,Brand,app,6758.14,74304.13
6/13/2022,DR - Direct Response,Brand,paid social,39862.93,29391.19
12/28/2023,ATL - Above The Line,Title,youtube,10273.9,7422.49
10/26/2022,ATL - Above The Line,Brand,display,210.65,32227.07
8/29/2022,DR - Direct Response,Title,app,21206.74,35659.93
1/3/2024,DR - Direct Response,Title,youtube,524.14,56139.18
5/1/2024,ATL - Above The Line,Brand,ott,1587.96,107192.42
9/13/2022,ATL - Above The Line,Title,paid social,4988.56,25059.36
7/20/2022,ATL - Above The Line,Brand,paid social,116484.09,226774.52
12/31/2023,ATL - Above The Line,Brand,paid social,870443.6,4721.52
12/29/2023,ATL - Above The Line,Brand,olv,9494.18,41983.61
4/23/2023,ATL - Above The Line,Title,bvod,2281.55,12376.17
1/2/2024,ATL - Above The Line,Title,digital audio,8333.84,4070.45
1/24/2024,ATL - Above The Line,Brand,olv,15764.62,22517.76
1/23/2024,ATL - Above The Line,Brand,paid social,1780.19,6392.66
9/3/2022,ATL - Above The Line,Launch,cinema,81119.78,23447.68
5/18/2023,ATL - Above The Line,Brand,partnership,4810.56,28547.12
5/25/2023,ATL - Above The Line,Brand,radio,7798.78,84653.87
9/14/2022,ATL - Above The Line,Brand,bvod,10564.91,6077.46
2/17/2024,ATL - Above The Line,Title,tv,6797.15,68569.37
6/11/2023,ATL - Above The Line,Title,ooh,14437.61,30418.67
6/12/2023,ATL - Above The Line,Title,tv,1042.24,77370.86
6/25/2023,ATL - Above The Line,Title,tv,1159.26,17879.23
6/19/2023,ATL - Above The Line,Title,partnership,435.93,7246.02
7/6/2023,ATL - Above The Line,Brand,partnership,7020.54,8129.83
